alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,flavanoids_per_phenols,od_ratio_per_color,proline_per_alcohol,malic_per_ash,flavanoids_x_phenols,alcohol_x_proline,od_x_flavanoids,color_x_hue,flavanoids_squared,proline_squared,alcohol_squared,od280/od315_of_diluted_wines_squared,proline_log,magnesium_log,nonflavanoid_phenols_log,target
1.518612540989146,-0.5622497983286235,0.23205254099474312,-1.1695931750229027,1.9139052175708113,0.8089973946320397,1.0348189581307363,-0.6595631143050643,1.2248839840604524,0.2517168498188536,0.3621772757786114,1.8479195665066517,1.0130089267476907,0.8836675644905172,0.0875115845256201,0.8435565200025561,-0.6090458173681368,0.9557031719840876,1.146919137270293,1.662992543562073,0.7512161494945012,1.0128480818636325,0.8619334388521983,1.560901208706214,2.25062076013111,1.0640484876627547,1.844269019080626,-0.6438591378366034,0
0.24628962701505472,-0.4994133781369054,-0.8279963232661995,-2.4908471410952195,0.018145020611759512,0.5686476623890726,0.7336289414294697,-0.8207192355765833,-0.5447209874470061,-0.2933213287130475,0.40605066293567743,1.1134493025258219,0.9652415206686003,0.701562465402872,0.2974601700342943,1.0624001566269095,-0.3365357369171129,0.6004130758903452,0.8656963969110747,0.9557902344923668,0.017995954691918885,0.5970936452650061,0.8046986285346308,0.21726905456692935,1.1856652644702967,1.0297612709872845,0.08832915221882813,-0.8189565078231255,0
0.19687902841412025,0.021231246308758504,1.1093343596934533,-0.26873819815541344,0.08835836123987255,0.8089973946320397,1.2155329681514961,-0.4984069930335457,2.1359677317672627,0.2690196491373267,0.31830388862154535,0.7885874549958394,1.3951481753804136,1.1116573194689896,-0.2664606952416114,1.5509414198457303,-0.22563642164563993,1.09849919146674,1.2423974011406587,1.1959660186846985,0.742417044046057,1.282874159242122,1.3490382075123473,0.16712461830288416,0.7628893477266402,1.322143120811268,0.16135291049713046,-0.4714765653739514,0
1.6915496360924187,-0.34681064338559014,0.4879264047818666,-0.8092511842759069,0.930918448777229,2.4914455203328107,1.466524648735885,-0.9818753568481025,1.0321547297378582,1.1860680130163985,-0.42754369304857665,1.1840714432932098,2.3345738282691912,0.2227278808728935,-0.5657720605103524,2.153316649329565,-0.4467033828706999,2.3350730546255427,2.4743960158036526,1.6752613336206126,1.238871835663533,1.6835080879804887,2.7673700278878752,1.751320710604201,1.2814899957817278,1.859588332437654,0.9857408021547523,-0.9968555543278793,0
0.2957002256159914,0.22769376979583217,1.84040254194238,0.45194578333857716,1.281985151917794,0.8089973946320397,0.663351270865841,0.22679555268828971,0.4014044428639123,-0.3192755276907569,0.3621772757786114,0.44960117931237975,-0.03787400699229761,0.41502195703476835,0.044098306007353996,-0.055733221910849194,-0.1861788790041087,0.662178020825302,-0.030906719693480137,0.5489159893501265,-0.04348200574392024,0.5062515389864405,-0.20969705220012913,0.2675656742490772,0.3532910801647893,0.16777475668127526,1.3038948597019737,0.2727869402338317,0
1.481554592038443,-0.5173666410488249,0.3051593592196358,-1.289707171938568,0.8607051081491158,1.5620932223266708,1.3661279765021292,-0.17609475049050752,0.6642170623947229,0.731869530906481,0.40605066293567743,0.33660575408455967,2.2390390161110103,0.6844962751217109,-0.6176916277612057,2.112388168640249,-0.5778446743468802,1.6689182907215496,2.3272424354589245,1.030946729884081,1.4585600276164625,1.5196827429748443,2.6087903643129597,1.5203395720506694,0.22392069838842293,1.8100744469275467,0.9204377232318973,-0.13452795518623836,0
1.7162549353928882,-0.4186236950332678,0.3051593592196358,-1.4698781673120658,-0.2627083419006926,0.3282979301461054,0.49267692806845687,-0.4984069930335457,0.6817379036967769,0.08301455646374147,0.27443050146447934,1.367689009288417,1.7295200179340462,0.582720934709879,0.05356961759651457,1.5323303405265212,-0.4823112930749619,0.3131210843121519,1.8870629903574931,0.857639914024053,0.45563567304874236,0.2953502191150758,1.8178765473477405,1.7786756800077295,1.5371811547467382,1.5273907681542216,-0.21118034557101786,-0.4714765653739514,0
1.30861749693517,-0.16727801426639569,0.8900139050187754,-0.5690231904445764,1.4926251738021332,0.4885310849747504,0.4826372608450811,-0.4178289323977861,-0.5972835113531684,-0.003499440128623882,0.44992405009274344,1.367689009288417,1.7454424866270764,0.43158522124358084,0.12337856812748434,1.6467719898925535,-0.35360239559204265,0.37715263273096034,1.8098811980692453,0.8479440490329778,0.454477896016052,0.28337287194387784,1.8411944330326753,1.3321837984969236,1.5371811547467382,1.5367432888803776,1.4884318153105602,-0.3862772733458955,0
2.2597715200031785,-0.6250862185203416,-0.7183360959288614,-1.6500491626855633,-0.19249500127257957,0.8089973946320397,0.9545016203437319,-0.5789850536693052,0.6817379036967769,0.06138605731565023,0.5376708244068755,0.33660575408455967,0.9493190519755701,0.7823387845000848,-0.2923660341467581,0.6399254262318866,-0.49828030073661406,0.892238274436242,1.2212777351304391,0.7144769465859994,0.6067255758147886,0.8977893511852497,0.7858007676023528,2.3901106080801724,0.22392069838842293,1.0182233659597297,-0.135160689308897,-0.5573337735064489,0
1.061564503930491,-0.8854085307431735,-0.3528020048043981,-1.0494791781072375,-0.12228166064446655,1.0974170733236006,1.125175963141116,-1.1430314781196214,0.4539669667700745,0.9351774228985393,0.2305571143074133,1.325315724827984,0.9493190519755701,0.7566666409104954,-0.43812288164550955,0.8693763730165257,-0.8409536712527471,1.187746703643398,1.0011445788192905,1.4428855748959613,1.5770585069122849,1.1459323628573161,0.7858007676023528,1.0666237339119147,1.4773361619656724,1.0182233659597297,-0.05991281953272369,-1.1776473947096957,0
